longitude,latitude,wpd_w_m2,iec_wind_class,hub_height_m
-97.05,25.89,276.5,3,100
-97.0,25.89,276.6,3,100
-97.1,25.94,274.52,3,100
-97.05,25.94,276.43,3,100
-97.0,25.94,277.28,3,100
-96.95,25.94,277.84,3,100
-96.9,25.94,281.06,3,100
-97.2,25.99,272.0,3,100
-97.15,25.99,273.06,3,100
-97.1,25.99,273.9,3,100
-97.05,25.99,275.7,3,100
-97.0,25.99,277.56,3,100
-96.95,25.99,279.44,3,100
-96.9,25.99,283.27,3,100
-96.85,25.99,289.02,3,100
-96.8,25.99,293.36,3,100
-97.3,26.04,260.43,3,100
-97.25,26.04,266.04,3,100
-97.2,26.04,269.57,3,100
-97.15,26.04,270.77,3,100
-97.1,26.04,271.54,3,100
-97.05,26.04,273.69,3,100
-97.0,26.04,276.67,3,100
-96.95,26.04,279.63,3,100
-96.9,26.04,283.3,3,100
-96.85,26.04,287.63,3,100
-96.8,26.04,290.28,3,100
-96.75,26.04,289.48,3,100
-97.6,26.09,228.99,3,100
-97.55,26.09,236.85,3,100
-97.5,26.09,242.19,3,100
-97.45,26.09,244.17,3,100
-97.4,26.09,245.45,3,100
-97.35,26.09,248.93,3,100
-97.3,26.09,254.69,3,100
-97.25,26.09,260.86,3,100
-97.2,26.09,265.27,3,100
-97.15,26.09,267.22,3,100
-97.1,26.09,268.5,3,100
-97.05,26.09,271.12,3,100
-97.0,26.09,274.77,3,100
-96.95,26.09,278.16,3,100
-96.9,26.09,281.09,3,100
-96.85,26.09,283.31,3,100
-96.8,26.09,283.75,3,100
-96.75,26.09,282.15,3,100
-96.7,26.09,280.64,3,100
-97.95,26.14,198.48,2,100
-97.9,26.14,200.97,3,100
-97.85,26.14,203.76,3,100
-97.8,26.14,206.24,3,100
-97.75,26.14,207.88,3,100
-97.7,26.14,209.88,3,100
-97.65,26.14,214.37,3,100
-97.6,26.14,221.87,3,100
-97.55,26.14,230.32,3,100
-97.5,26.14,236.61,3,100
-97.45,26.14,239.32,3,100
-97.4,26.14,240.4,3,100
-97.35,26.14,243.15,3,100
-97.3,26.14,248.68,3,100
-97.25,26.14,255.5,3,100
-97.2,26.14,261.22,3,100
-97.15,26.14,264.6,3,100
-97.1,26.14,266.8,3,100
-97.05,26.14,269.59,3,100
-97.0,26.14,273.0,3,100
-96.95,26.14,276.12,3,100
-96.9,26.14,278.38,3,100
-96.85,26.14,279.24,3,100
-96.8,26.14,278.44,3,100
-96.75,26.14,276.77,3,100
-96.7,26.14,276.01,3,100
-96.65,26.14,277.49,3,100
-98.3,26.19,186.6,2,100
-98.25,26.19,187.81,2,100
-98.2,26.19,189.6,2,100
-98.15,26.19,190.34,2,100
-98.1,26.19,190.58,2,100
-98.05,26.19,191.86,2,100
-98.0,26.19,193.95,2,100
-97.95,26.19,196.03,2,100
-97.9,26.19,198.38,2,100
-97.85,26.19,201.12,3,100
-97.8,26.19,203.15,3,100
-97.75,26.19,204.02,3,100
-97.7,26.19,205.28,3,100
-97.65,26.19,208.94,3,100
-97.6,26.19,215.5,3,100
-97.55,26.19,223.8,3,100
-97.5,26.19,231.33,3,100
-97.45,26.19,235.68,3,100
-97.4,26.19,237.38,3,100
-97.35,26.19,239.61,3,100
-97.3,26.19,244.47,3,100
-97.25,26.19,251.37,3,100
-97.2,26.19,258.18,3,100
-97.15,26.19,263.1,3,100
-97.1,26.19,266.39,3,100
-97.05,26.19,269.24,3,100
-97.0,26.19,271.84,3,100
-96.95,26.19,274.02,3,100
-96.9,26.19,275.76,3,100
-96.85,26.19,276.65,3,100
-96.8,26.19,276.6,3,100
-96.75,26.19,276.14,3,100
-96.7,26.19,275.91,3,100
-96.65,26.19,276.62,3,100
-96.6,26.19,278.15,3,100
-98.6,26.24,173.69,2,100
-98.55,26.24,175.03,2,100
-98.5,26.24,178.24,2,100
-98.45,26.24,182.48,2,100
-98.4,26.24,185.78,2,100
-98.35,26.24,187.38,2,100
-98.3,26.24,188.88,2,100
-98.25,26.24,191.72,2,100
-98.2,26.24,194.47,2,100
-98.15,26.24,194.87,2,100
-98.1,26.24,193.75,2,100
-98.05,26.24,193.6,2,100
-98.0,26.24,194.66,2,100
-97.95,26.24,195.75,2,100
-97.9,26.24,197.01,2,100
-97.85,26.24,198.93,2,100
-97.8,26.24,200.7,3,100
-97.75,26.24,201.73,3,100
-97.7,26.24,203.17,3,100
-97.65,26.24,206.39,3,100
-97.6,26.24,211.96,3,100
-97.55,26.24,219.89,3,100
-97.5,26.24,228.43,3,100
-97.45,26.24,234.44,3,100
-97.4,26.24,237.12,3,100
-97.35,26.24,239.09,3,100
-97.3,26.24,242.94,3,100
-97.25,26.24,249.08,3,100
-97.2,26.24,255.87,3,100
-97.15,26.24,261.38,3,100
-97.1,26.24,265.37,3,100
-97.05,26.24,268.41,3,100
-97.0,26.24,270.33,3,100
-96.95,26.24,271.45,3,100
-96.9,26.24,272.77,3,100
-96.85,26.24,274.57,3,100
-96.8,26.24,276.56,3,100
-96.75,26.24,278.18,3,100
-96.7,26.24,278.54,3,100
-96.65,26.24,277.88,3,100
-96.6,26.24,277.42,3,100
-96.55,26.24,276.95,3,100
-98.75,26.29,176.57,2,100
-98.7,26.29,175.55,2,100
-98.65,26.29,175.54,2,100
-98.6,26.29,175.3,2,100
-98.55,26.29,175.5,2,100
-98.5,26.29,177.58,2,100
-98.45,26.29,181.44,2,100
-98.4,26.29,185.35,2,100
-98.35,26.29,188.37,2,100
-98.3,26.29,191.69,2,100
-98.25,26.29,196.02,2,100
-98.2,26.29,199.24,2,100
-98.15,26.29,199.06,2,100
-98.1,26.29,196.75,2,100
-98.05,26.29,195.37,2,100
-98.0,26.29,195.44,2,100
-97.95,26.29,195.3,2,100
-97.9,26.29,194.78,2,100
-97.85,26.29,195.15,2,100
-97.8,26.29,196.58,2,100
-97.75,26.29,198.45,2,100
-97.7,26.29,201.03,3,100
-97.65,26.29,204.85,3,100
-97.6,26.29,210.27,3,100
-97.55,26.29,217.76,3,100
-97.5,26.29,226.28,3,100
-97.45,26.29,232.96,3,100
-97.4,26.29,236.67,3,100
-97.35,26.29,239.28,3,100
-97.3,26.29,242.98,3,100
-97.25,26.29,248.36,3,100
-97.2,26.29,254.21,3,100
-97.15,26.29,259.05,3,100
-97.1,26.29,262.96,3,100
-97.05,26.29,266.25,3,100
-97.0,26.29,268.08,3,100
-96.95,26.29,268.69,3,100
-96.9,26.29,269.8,3,100
-96.85,26.29,272.28,3,100
-96.8,26.29,275.64,3,100
-96.75,26.29,278.54,3,100
-96.7,26.29,279.35,3,100
-96.65,26.29,277.96,3,100
-96.6,26.29,276.04,3,100
-96.55,26.29,274.57,3,100
-96.5,26.29,273.12,3,100
-98.85,26.34,185.03,2,100
-98.8,26.34,182.65,2,100
-98.75,26.34,180.67,2,100
-98.7,26.34,180.02,2,100
-98.65,26.34,179.78,2,100
-98.6,26.34,179.0,2,100
-98.55,26.34,178.46,2,100
-98.5,26.34,179.68,2,100
-98.45,26.34,182.92,2,100
-98.4,26.34,186.92,2,100
-98.35,26.34,190.85,2,100
-98.3,26.34,195.23,2,100
-98.25,26.34,199.82,2,100
-98.2,26.34,202.41,3,100
-98.15,26.34,201.42,3,100
-98.1,26.34,198.47,2,100
-98.05,26.34,196.49,2,100
-98.0,26.34,195.85,2,100
-97.95,26.34,194.62,2,100
-97.9,26.34,192.3,2,100
-97.85,26.34,190.79,2,100
-97.8,26.34,191.37,2,100
-97.75,26.34,193.61,2,100
-97.7,26.34,197.21,2,100
-97.65,26.34,202.28,3,100
-97.6,26.34,208.6,3,100
-97.55,26.34,215.84,3,100
-97.5,26.34,223.08,3,100
-97.45,26.34,228.74,3,100
-97.4,26.34,232.8,3,100
-97.35,26.34,236.92,3,100
-97.3,26.34,242.04,3,100
-97.25,26.34,247.69,3,100
-97.2,26.34,252.73,3,100
-97.15,26.34,256.57,3,100
-97.1,26.34,260.1,3,100
-97.05,26.34,263.62,3,100
-97.0,26.34,265.76,3,100
-96.95,26.34,266.39,3,100
-96.9,26.34,267.29,3,100
-96.85,26.34,269.46,3,100
-96.8,26.34,272.35,3,100
-96.75,26.34,274.77,3,100
-96.7,26.34,275.58,3,100
-96.65,26.34,274.59,3,100
-96.6,26.34,272.79,3,100
-96.55,26.34,271.26,3,100
-96.5,26.34,270.23,3,100
-96.45,26.34,269.6,3,100
-96.4,26.34,269.27,3,100
-98.95,26.39,182.3,2,100
-98.9,26.39,186.17,2,100
-98.85,26.39,187.04,2,100
-98.8,26.39,185.64,2,100
-98.75,26.39,184.24,2,100
-98.7,26.39,183.73,2,100
-98.65,26.39,183.21,2,100
-98.6,26.39,182.0,2,100
-98.55,26.39,181.11,2,100
-98.5,26.39,182.11,2,100
-98.45,26.39,185.35,2,100
-98.4,26.39,189.88,2,100
-98.35,26.39,194.86,2,100
-98.3,26.39,199.98,2,100
-98.25,26.39,204.21,3,100
-98.2,26.39,205.84,3,100
-98.15,26.39,204.33,3,100
-98.1,26.39,201.41,3,100
-98.05,26.39,199.22,2,100
-98.0,26.39,197.83,2,100
-97.95,26.39,195.52,2,100
-97.9,26.39,191.86,2,100
-97.85,26.39,188.79,2,100
-97.8,26.39,188.02,2,100
-97.75,26.39,189.46,2,100
-97.7,26.39,192.99,2,100
-97.65,26.39,199.01,2,100
-97.6,26.39,206.73,3,100
-97.55,26.39,214.08,3,100
-97.5,26.39,219.4,3,100
-97.45,26.39,222.71,3,100
-97.4,26.39,226.18,3,100
-97.35,26.39,231.91,3,100
-97.3,26.39,239.24,3,100
-97.25,26.39,245.89,3,100
-97.2,26.39,250.56,3,100
-97.15,26.39,253.77,3,100
-97.1,26.39,257.2,3,100
-97.05,26.39,260.99,3,100
-97.0,26.39,263.37,3,100
-96.95,26.39,263.96,3,100
-96.9,26.39,264.38,3,100
-96.85,26.39,265.56,3,100
-96.8,26.39,267.03,3,100
-96.75,26.39,268.12,3,100
-96.7,26.39,268.59,3,100
-96.65,26.39,268.59,3,100
-96.6,26.39,268.3,3,100
-96.55,26.39,267.81,3,100
-96.5,26.39,267.09,3,100
-96.45,26.39,266.14,3,100
-96.4,26.39,264.79,3,100
-96.35,26.39,262.82,3,100
-99.05,26.44,179.88,2,100
-99.0,26.44,180.2,2,100
-98.95,26.44,184.62,2,100
-98.9,26.44,189.14,2,100
-98.85,26.44,190.39,2,100
-98.8,26.44,189.02,2,100
-98.75,26.44,187.33,2,100
-98.7,26.44,186.42,2,100
-98.65,26.44,185.54,2,100
-98.6,26.44,183.93,2,100
-98.55,26.44,182.79,2,100
-98.5,26.44,183.99,2,100
-98.45,26.44,187.99,2,100
-98.4,26.44,193.73,2,100
-98.35,26.44,199.97,2,100
-98.3,26.44,205.68,3,100
-98.25,26.44,209.58,3,100
-98.2,26.44,210.71,3,100
-98.15,26.44,209.38,3,100
-98.1,26.44,206.82,3,100
-98.05,26.44,204.21,3,100
-98.0,26.44,201.55,3,100
-97.95,26.44,198.03,2,100
-97.9,26.44,193.73,2,100
-97.85,26.44,190.02,2,100
-97.8,26.44,187.98,2,100
-97.75,26.44,187.74,2,100
-97.7,26.44,189.93,2,100
-97.65,26.44,195.69,2,100
-97.6,26.44,204.03,3,100
-97.55,26.44,211.44,3,100
-97.5,26.44,215.34,3,100
-97.45,26.44,216.93,3,100
-97.4,26.44,220.17,3,100
-97.35,26.44,227.35,3,100
-97.3,26.44,236.35,3,100
-97.25,26.44,243.57,3,100
-97.2,26.44,247.8,3,100
-97.15,26.44,250.59,3,100
-97.1,26.44,254.09,3,100
-97.05,26.44,258.19,3,100
-97.0,26.44,260.73,3,100
-96.95,26.44,261.09,3,100
-96.9,26.44,260.88,3,100
-96.85,26.44,261.26,3,100
-96.8,26.44,261.92,3,100
-96.75,26.44,262.13,3,100
-96.7,26.44,262.02,3,100
-96.65,26.44,262.44,3,100
-96.6,26.44,263.55,3,100
-96.55,26.44,264.23,3,100
-96.5,26.44,263.41,3,100
-96.45,26.44,261.29,3,100
-96.4,26.44,258.55,3,100
-96.35,26.44,255.41,3,100
-99.1,26.49,185.03,2,100
-99.05,26.49,182.77,2,100
-99.0,26.49,183.98,2,100
-98.95,26.49,188.51,2,100
-98.9,26.49,192.84,2,100
-98.85,26.49,194.04,2,100
-98.8,26.49,192.64,2,100
-98.75,26.49,190.71,2,100
-98.7,26.49,189.43,2,100
-98.65,26.49,188.25,2,100
-98.6,26.49,186.45,2,100
-98.55,26.49,185.36,2,100
-98.5,26.49,187.17,2,100
-98.45,26.49,192.29,2,100
-98.4,26.49,199.2,2,100
-98.35,26.49,206.14,3,100
-98.3,26.49,211.81,3,100
-98.25,26.49,215.34,3,100
-98.2,26.49,216.55,3,100
-98.15,26.49,215.79,3,100
-98.1,26.49,213.42,3,100
-98.05,26.49,209.8,3,100
-98.0,26.49,205.27,3,100
-97.95,26.49,200.33,3,100
-97.9,26.49,195.79,2,100
-97.85,26.49,192.2,2,100
-97.8,26.49,189.36,2,100
-97.75,26.49,187.2,2,100
-97.7,26.49,187.17,2,100
-97.65,26.49,191.22,2,100
-97.6,26.49,198.7,2,100
-97.55,26.49,205.8,3,100
-97.5,26.49,209.67,3,100
-97.45,26.49,211.92,3,100
-97.4,26.49,216.69,3,100
-97.35,26.49,225.42,3,100
-97.3,26.49,235.07,3,100
-97.25,26.49,242.02,3,100
-97.2,26.49,245.74,3,100
-97.15,26.49,248.26,3,100
-97.1,26.49,251.7,3,100
-97.05,26.49,255.84,3,100
-97.0,26.49,258.51,3,100
-96.95,26.49,258.85,3,100
-96.9,26.49,258.42,3,100
-96.85,26.49,258.75,3,100
-96.8,26.49,259.61,3,100
-96.75,26.49,259.68,3,100
-96.7,26.49,258.68,3,100
-96.65,26.49,258.14,3,100
-96.6,26.49,258.89,3,100
-96.55,26.49,259.41,3,100
-96.5,26.49,257.92,3,100
-96.45,26.49,254.82,3,100
-96.4,26.49,251.5,3,100
-96.35,26.49,248.38,3,100
-96.3,26.49,245.36,3,100
-99.1,26.54,187.36,2,100
-99.05,26.54,185.67,2,100
-99.0,26.54,187.17,2,100
-98.95,26.54,191.11,2,100
-98.9,26.54,194.76,2,100
-98.85,26.54,196.04,2,100
-98.8,26.54,195.49,2,100
-98.75,26.54,194.49,2,100
-98.7,26.54,193.61,2,100
-98.65,26.54,192.42,2,100
-98.6,26.54,190.75,2,100
-98.55,26.54,190.27,2,100
-98.5,26.54,193.07,2,100
-98.45,26.54,199.23,2,100
-98.4,26.54,206.88,3,100
-98.35,26.54,213.86,3,100
-98.3,26.54,218.93,3,100
-98.25,26.54,221.96,3,100
-98.2,26.54,223.21,3,100
-98.15,26.54,222.77,3,100
-98.1,26.54,220.24,3,100
-98.05,26.54,215.42,3,100
-98.0,26.54,208.99,3,100
-97.95,26.54,202.41,3,100
-97.9,26.54,197.17,2,100
-97.85,26.54,193.38,2,100
-97.8,26.54,189.78,2,100
-97.75,26.54,185.89,2,100
-97.7,26.54,183.6,2,100
-97.65,26.54,185.47,2,100
-97.6,26.54,191.37,2,100
-97.55,26.54,198.01,2,100
-97.5,26.54,202.9,3,100
-97.45,26.54,207.6,3,100
-97.4,26.54,215.19,3,100
-97.35,26.54,225.61,3,100
-97.3,26.54,235.46,3,100
-97.25,26.54,242.03,3,100
-97.2,26.54,245.68,3,100
-97.15,26.54,248.28,3,100
-97.1,26.54,251.31,3,100
-97.05,26.54,254.77,3,100
-97.0,26.54,257.2,3,100
-96.95,26.54,257.86,3,100
-96.9,26.54,257.87,3,100
-96.85,26.54,258.63,3,100
-96.8,26.54,259.97,3,100
-96.75,26.54,260.16,3,100
-96.7,26.54,258.32,3,100
-96.65,26.54,255.97,3,100
-96.6,26.54,254.66,3,100
-96.55,26.54,253.54,3,100
-96.5,26.54,251.01,3,100
-96.45,26.54,247.36,3,100
-96.4,26.54,244.05,3,100
-96.35,26.54,241.58,3,100
-96.3,26.54,239.34,3,100
-96.25,26.54,236.88,3,100
-99.1,26.59,189.96,2,100
-99.05,26.59,188.31,2,100
-99.0,26.59,189.44,2,100
-98.95,26.59,192.26,2,100
-98.9,26.59,194.92,2,100
-98.85,26.59,196.42,2,100
-98.8,26.59,197.36,2,100
-98.75,26.59,198.16,2,100
-98.7,26.59,198.38,2,100
-98.65,26.59,197.66,2,100
-98.6,26.59,196.67,2,100
-98.55,26.59,197.31,2,100
-98.5,26.59,201.15,3,100
-98.45,26.59,207.9,3,100
-98.4,26.59,215.84,3,100
-98.35,26.59,222.74,3,100
-98.3,26.59,227.45,3,100
-98.25,26.59,230.18,3,100
-98.2,26.59,231.27,3,100
-98.15,26.59,230.69,3,100
-98.1,26.59,227.91,3,100
-98.05,26.59,222.37,3,100
-98.0,26.59,214.47,3,100
-97.95,26.59,205.99,3,100
-97.9,26.59,199.02,2,100
-97.85,26.59,193.85,2,100
-97.8,26.59,189.03,2,100
-97.75,26.59,184.06,2,100
-97.7,26.59,180.85,2,100
-97.65,26.59,181.67,2,100
-97.6,26.59,186.45,2,100
-97.55,26.59,192.59,2,100
-97.5,26.59,198.42,2,100
-97.45,26.59,205.44,3,100
-97.4,26.59,215.43,3,100
-97.35,26.59,227.09,3,100
-97.3,26.59,237.12,3,100
-97.25,26.59,243.8,3,100
-97.2,26.59,247.94,3,100
-97.15,26.59,250.88,3,100
-97.1,26.59,253.31,3,100
-97.05,26.59,255.5,3,100
-97.0,26.59,257.19,3,100
-96.95,26.59,258.13,3,100
-96.9,26.59,258.59,3,100
-96.85,26.59,259.27,3,100
-96.8,26.59,260.44,3,100
-96.75,26.59,260.82,3,100
-96.7,26.59,258.9,3,100
-96.65,26.59,255.36,3,100
-96.6,26.59,252.06,3,100
-96.55,26.59,249.25,3,100
-96.5,26.59,245.85,3,100
-96.45,26.59,241.64,3,100
-96.4,26.59,237.71,3,100
-96.35,26.59,235.33,3,100
-96.3,26.59,234.02,3,100
-96.25,26.59,231.82,3,100
-99.1,26.64,193.26,2,100
-99.05,26.64,191.26,2,100
-99.0,26.64,191.67,2,100
-98.95,26.64,193.45,2,100
-98.9,26.64,195.35,2,100
-98.85,26.64,197.11,2,100
-98.8,26.64,199.27,2,100
-98.75,26.64,201.46,3,100
-98.7,26.64,202.7,3,100
-98.65,26.64,202.94,3,100
-98.6,26.64,203.25,3,100
-98.55,26.64,205.32,3,100
-98.5,26.64,209.92,3,100
-98.45,26.64,216.53,3,100
-98.4,26.64,223.96,3,100
-98.35,26.64,230.78,3,100
-98.3,26.64,236.07,3,100
-98.25,26.64,239.64,3,100
-98.2,26.64,241.19,3,100
-98.15,26.64,240.48,3,100
-98.1,26.64,237.4,3,100
-98.05,26.64,231.33,3,100
-98.0,26.64,222.03,3,100
-97.95,26.64,211.19,3,100
-97.9,26.64,201.67,3,100
-97.85,26.64,194.41,2,100
-97.8,26.64,188.3,2,100
-97.75,26.64,183.37,2,100
-97.7,26.64,181.22,2,100
-97.65,26.64,182.84,2,100
-97.6,26.64,187.4,2,100
-97.55,26.64,193.0,2,100
-97.5,26.64,199.08,2,100
-97.45,26.64,207.22,3,100
-97.4,26.64,218.14,3,100
-97.35,26.64,229.9,3,100
-97.3,26.64,239.75,3,100
-97.25,26.64,246.63,3,100
-97.2,26.64,251.39,3,100
-97.15,26.64,254.78,3,100
-97.1,26.64,256.92,3,100
-97.05,26.64,258.17,3,100
-97.0,26.64,259.1,3,100
-96.95,26.64,259.85,3,100
-96.9,26.64,259.97,3,100
-96.85,26.64,259.72,3,100
-96.8,26.64,260.24,3,100
-96.75,26.64,261.07,3,100
-96.7,26.64,259.99,3,100
-96.65,26.64,256.41,3,100
-96.6,26.64,252.28,3,100
-96.55,26.64,248.75,3,100
-96.5,26.64,244.98,3,100
-96.45,26.64,240.04,3,100
-96.4,26.64,234.72,3,100
-96.35,26.64,231.37,3,100
-96.3,26.64,230.32,3,100
-96.25,26.64,228.46,3,100
-96.2,26.64,224.66,3,100
-99.1,26.69,197.29,2,100
-99.05,26.69,194.53,2,100
-99.0,26.69,194.11,2,100
-98.95,26.69,195.21,2,100
-98.9,26.69,196.95,2,100
-98.85,26.69,199.26,2,100
-98.8,26.69,202.19,3,100
-98.75,26.69,204.95,3,100
-98.7,26.69,206.85,3,100
-98.65,26.69,208.2,3,100
-98.6,26.69,209.97,3,100
-98.55,26.69,213.35,3,100
-98.5,26.69,218.45,3,100
-98.45,26.69,224.26,3,100
-98.4,26.69,230.35,3,100
-98.35,26.69,236.94,3,100
-98.3,26.69,243.76,3,100
-98.25,26.69,249.65,3,100
-98.2,26.69,252.75,3,100
-98.15,26.69,252.12,3,100
-98.1,26.69,248.15,3,100
-98.05,26.69,240.84,3,100
-98.0,26.69,229.68,3,100
-97.95,26.69,216.27,3,100
-97.9,26.69,204.14,3,100
-97.85,26.69,194.96,2,100
-97.8,26.69,188.27,2,100
-97.75,26.69,184.5,2,100
-97.7,26.69,184.55,2,100
-97.65,26.69,187.8,2,100
-97.6,26.69,192.66,2,100
-97.55,26.69,198.01,2,100
-97.5,26.69,204.29,3,100
-97.45,26.69,212.88,3,100
-97.4,26.69,223.6,3,100
-97.35,26.69,234.44,3,100
-97.3,26.69,243.35,3,100
-97.25,26.69,249.81,3,100
-97.2,26.69,254.66,3,100
-97.15,26.69,258.44,3,100
-97.1,26.69,260.93,3,100
-97.05,26.69,262.15,3,100
-97.0,26.69,262.63,3,100
-96.95,26.69,262.67,3,100
-96.9,26.69,261.96,3,100
-96.85,26.69,261.03,3,100
-96.8,26.69,261.55,3,100
-96.75,26.69,263.15,3,100
-96.7,26.69,262.86,3,100
-96.65,26.69,259.43,3,100
-96.6,26.69,254.91,3,100
-96.55,26.69,250.98,3,100
-96.5,26.69,246.84,3,100
-96.45,26.69,241.14,3,100
-96.4,26.69,234.46,3,100
-96.35,26.69,229.66,3,100
-96.3,26.69,227.89,3,100
-96.25,26.69,225.98,3,100
-96.2,26.69,221.77,3,100
-96.15,26.69,216.82,3,100
-99.1,26.74,201.38,3,100
-99.05,26.74,198.02,2,100
-99.0,26.74,196.79,2,100
-98.95,26.74,197.23,2,100
-98.9,26.74,199.06,2,100
-98.85,26.74,202.18,3,100
-98.8,26.74,205.91,3,100
-98.75,26.74,209.15,3,100
-98.7,26.74,211.66,3,100
-98.65,26.74,213.92,3,100
-98.6,26.74,216.79,3,100
-98.55,26.74,221.28,3,100
-98.5,26.74,226.91,3,100
-98.45,26.74,231.98,3,100
-98.4,26.74,236.73,3,100
-98.35,26.74,243.09,3,100
-98.3,26.74,251.49,3,100
-98.25,26.74,259.78,3,100
-98.2,26.74,264.58,3,100
-98.15,26.74,263.95,3,100
-98.1,26.74,258.49,3,100
-98.05,26.74,249.08,3,100
-98.0,26.74,235.78,3,100
-97.95,26.74,220.15,3,100
-97.9,26.74,205.76,3,100
-97.85,26.74,195.11,2,100
-97.8,26.74,188.68,2,100
-97.75,26.74,186.66,2,100
-97.7,26.74,188.61,2,100
-97.65,26.74,192.89,2,100
-97.6,26.74,198.11,2,100
-97.55,26.74,204.13,3,100
-97.5,26.74,211.74,3,100
-97.45,26.74,221.3,3,100
-97.4,26.74,231.7,3,100
-97.35,26.74,241.2,3,100
-97.3,26.74,248.66,3,100
-97.25,26.74,254.09,3,100
-97.2,26.74,258.51,3,100
-97.15,26.74,262.46,3,100
-97.1,26.74,265.46,3,100
-97.05,26.74,266.94,3,100
-97.0,26.74,267.02,3,100
-96.95,26.74,266.1,3,100
-96.9,26.74,264.7,3,100
-96.85,26.74,264.08,3,100
-96.8,26.74,265.5,3,100
-96.75,26.74,267.72,3,100
-96.7,26.74,267.48,3,100
-96.65,26.74,263.64,3,100
-96.6,26.74,258.29,3,100
-96.55,26.74,253.3,3,100
-96.5,26.74,248.16,3,100
-96.45,26.74,241.69,3,100
-96.4,26.74,234.37,3,100
-96.35,26.74,228.66,3,100
-96.3,26.74,225.82,3,100
-96.25,26.74,223.53,3,100
-96.2,26.74,219.2,3,100
-96.15,26.74,213.23,3,100
-99.15,26.79,209.61,3,100
-99.1,26.79,205.07,3,100
-99.05,26.79,202.4,3,100
-99.0,26.79,201.02,3,100
-98.95,26.79,200.74,3,100
-98.9,26.79,202.22,3,100
-98.85,26.79,205.7,3,100
-98.8,26.79,210.09,3,100
-98.75,26.79,213.99,3,100
-98.7,26.79,217.05,3,100
-98.65,26.79,219.74,3,100
-98.6,26.79,223.29,3,100
-98.55,26.79,228.91,3,100
-98.5,26.79,235.44,3,100
-98.45,26.79,240.56,3,100
-98.4,26.79,244.91,3,100
-98.35,26.79,251.25,3,100
-98.3,26.79,260.15,3,100
-98.25,26.79,269.21,3,100
-98.2,26.79,274.74,3,100
-98.15,26.79,274.19,3,100
-98.1,26.79,267.58,3,100
-98.05,26.79,256.21,3,100
-98.0,26.79,241.1,3,100
-97.95,26.79,223.85,3,100
-97.9,26.79,207.59,3,100
-97.85,26.79,195.56,2,100
-97.8,26.79,189.43,2,100
-97.75,26.79,188.89,2,100
-97.7,26.79,191.97,2,100
-97.65,26.79,196.57,2,100
-97.6,26.79,202.24,3,100
-97.55,26.79,209.89,3,100
-97.5,26.79,219.98,3,100
-97.45,26.79,231.19,3,100
-97.4,26.79,241.45,3,100
-97.35,26.79,249.65,3,100
-97.3,26.79,255.74,3,100
-97.25,26.79,260.4,3,100
-97.2,26.79,264.68,3,100
-97.15,26.79,268.81,3,100
-97.1,26.79,271.79,3,100
-97.05,26.79,272.82,3,100
-97.0,26.79,272.1,3,100
-96.95,26.79,270.22,3,100
-96.9,26.79,268.31,3,100
-96.85,26.79,268.18,3,100
-96.8,26.79,270.33,3,100
-96.75,26.79,272.55,3,100
-96.7,26.79,271.81,3,100
-96.65,26.79,267.38,3,100
-96.6,26.79,261.04,3,100
-96.55,26.79,254.65,3,100
-96.5,26.79,248.31,3,100
-96.45,26.79,241.37,3,100
-96.4,26.79,234.23,3,100
-96.35,26.79,228.38,3,100
-96.3,26.79,224.67,3,100
-96.25,26.79,221.77,3,100
-96.2,26.79,217.44,3,100
-96.15,26.79,211.14,3,100
-96.1,26.79,204.16,3,100
-99.15,26.84,212.14,3,100
-99.1,26.84,209.88,3,100
-99.05,26.84,209.35,3,100
-99.0,26.84,208.59,3,100
-98.95,26.84,207.59,3,100
-98.9,26.84,207.92,3,100
-98.85,26.84,210.53,3,100
-98.8,26.84,214.66,3,100
-98.75,26.84,218.79,3,100
-98.7,26.84,222.08,3,100
-98.65,26.84,225.01,3,100
-98.6,26.84,229.39,3,100
-98.55,26.84,236.37,3,100
-98.5,26.84,244.01,3,100
-98.45,26.84,249.82,3,100
-98.4,26.84,254.69,3,100
-98.35,26.84,261.1,3,100
-98.3,26.84,269.33,3,100
-98.25,26.84,277.5,3,100
-98.2,26.84,282.84,3,100
-98.15,26.84,282.68,3,100
-98.1,26.84,275.97,3,100
-98.05,26.84,263.68,3,100
-98.0,26.84,247.61,3,100
-97.95,26.84,229.55,3,100
-97.9,26.84,212.03,3,100
-97.85,26.84,198.55,2,100
-97.8,26.84,191.82,2,100
-97.75,26.84,191.67,2,100
-97.7,26.84,195.39,2,100
-97.65,26.84,200.57,3,100
-97.6,26.84,207.17,3,100
-97.55,26.84,216.66,3,100
-97.5,26.84,228.91,3,100
-97.45,26.84,241.18,3,100
-97.4,26.84,250.98,3,100
-97.35,26.84,257.98,3,100
-97.3,26.84,263.18,3,100
-97.25,26.84,267.82,3,100
-97.2,26.84,272.7,3,100
-97.15,26.84,277.19,3,100
-97.1,26.84,279.64,3,100
-97.05,26.84,279.43,3,100
-97.0,26.84,277.48,3,100
-96.95,26.84,274.75,3,100
-96.9,26.84,272.55,3,100
-96.85,26.84,272.62,3,100
-96.8,26.84,274.72,3,100
-96.75,26.84,276.11,3,100
-96.7,26.84,274.39,3,100
-96.65,26.84,269.39,3,100
-96.6,26.84,262.62,3,100
