longitude,latitude,ghi_kwh_m2_day
-97.25,31.54,5.313
-97.2,31.54,5.3048
-97.15,31.54,5.2974
-97.1,31.54,5.2905
-97.05,31.54,5.2834
-97.0,31.54,5.2753
-96.95,31.54,5.2654
-96.9,31.54,5.2533
-96.85,31.54,5.239
-96.8,31.54,5.2231
-96.75,31.54,5.2064
-96.7,31.54,5.1896
-96.65,31.54,5.1728
-96.6,31.54,5.1563
-96.55,31.54,5.1398
-96.5,31.54,5.1235
-96.45,31.54,5.1077
-96.4,31.54,5.0925
-96.35,31.54,5.0779
-96.3,31.54,5.0636
-96.25,31.54,5.0493
-96.2,31.54,5.0348
-96.15,31.54,5.0202
-96.1,31.54,5.0057
-96.05,31.54,4.9917
-96.0,31.54,4.978
-95.95,31.54,4.9644
-95.9,31.54,4.9502
-95.85,31.54,4.9349
-95.8,31.54,4.9181
-95.75,31.54,4.8997
-95.7,31.54,4.8803
-95.65,31.54,4.8608
-95.6,31.54,4.842
-95.55,31.54,4.8241
-95.5,31.54,4.8073
-95.45,31.54,4.7908
-95.4,31.54,4.774
-95.35,31.54,4.7565
-95.3,31.54,4.7386
-95.25,31.54,4.7209
-95.2,31.54,4.7043
-95.15,31.54,4.6898
-95.1,31.54,4.6775
-95.05,31.54,4.6671
-95.0,31.54,4.6577
-94.95,31.54,4.648
-94.9,31.54,4.6371
-94.85,31.54,4.6241
-94.8,31.54,4.6092
-94.75,31.54,4.5928
-94.7,31.54,4.5759
-94.65,31.54,4.5597
-94.6,31.54,4.5451
-94.55,31.54,4.5326
-94.5,31.54,4.5219
-94.45,31.54,4.5125
-94.4,31.54,4.5037
-94.35,31.54,4.4954
-94.3,31.54,4.4877
-94.25,31.54,4.4812
-94.2,31.54,4.4761
-94.15,31.54,4.4726
-94.1,31.54,4.4703
-94.05,31.54,4.469
-94.0,31.54,4.4683
-93.95,31.54,4.4682
-93.9,31.54,4.4688
-93.85,31.54,4.4702
-93.8,31.54,4.4725
-93.75,31.54,4.4756
-106.3,31.59,6.8016
-106.25,31.59,6.7925
-106.2,31.59,6.7827
-106.15,31.59,6.7726
-106.1,31.59,6.7627
-106.05,31.59,6.7536
-106.0,31.59,6.7458
-105.95,31.59,6.7392
-105.9,31.59,6.7329
-105.85,31.59,6.7261
-105.8,31.59,6.7181
-105.75,31.59,6.7087
-105.7,31.59,6.6981
-105.65,31.59,6.6866
-105.6,31.59,6.6747
-105.55,31.59,6.6625
-105.5,31.59,6.6506
-105.45,31.59,6.6394
-105.4,31.59,6.6295
-105.35,31.59,6.6213
-105.3,31.59,6.6148
-105.25,31.59,6.6098
-105.2,31.59,6.6057
-105.15,31.59,6.6018
-105.1,31.59,6.5976
-105.05,31.59,6.5929
-105.0,31.59,6.5879
-104.95,31.59,6.5825
-104.9,31.59,6.5766
-104.85,31.59,6.5702
-104.8,31.59,6.5633
-104.75,31.59,6.5565
-104.7,31.59,6.5503
-104.65,31.59,6.5453
-104.6,31.59,6.5416
-104.55,31.59,6.5384
-104.5,31.59,6.5351
-104.45,31.59,6.531
-104.4,31.59,6.5259
-104.35,31.59,6.52
-104.3,31.59,6.5135
-104.25,31.59,6.5062
-104.2,31.59,6.4979
-104.15,31.59,6.4883
-104.1,31.59,6.4774
-104.05,31.59,6.4659
-104.0,31.59,6.4547
-103.95,31.59,6.4446
-103.9,31.59,6.4359
-103.85,31.59,6.4282
-103.8,31.59,6.4211
-103.75,31.59,6.4137
-103.7,31.59,6.4057
-103.65,31.59,6.3969
-103.6,31.59,6.3872
-103.55,31.59,6.3769
-103.5,31.59,6.3662
-103.45,31.59,6.3556
-103.4,31.59,6.346
-103.35,31.59,6.3377
-103.3,31.59,6.331
-103.25,31.59,6.326
-103.2,31.59,6.3223
-103.15,31.59,6.3197
-103.1,31.59,6.3176
-103.05,31.59,6.3155
-103.0,31.59,6.3132
-102.95,31.59,6.3101
-102.9,31.59,6.306
-102.85,31.59,6.3008
-102.8,31.59,6.2942
-102.75,31.59,6.2862
-102.7,31.59,6.277
-102.65,31.59,6.2671
-102.6,31.59,6.2572
-102.55,31.59,6.2481
-102.5,31.59,6.2404
-102.45,31.59,6.234
-102.4,31.59,6.228
-102.35,31.59,6.2216
-102.3,31.59,6.2139
-102.25,31.59,6.2048
-102.2,31.59,6.1948
-102.15,31.59,6.1848
-102.1,31.59,6.1755
-102.05,31.59,6.1674
-102.0,31.59,6.1605
-101.95,31.59,6.1547
-101.9,31.59,6.1494
-101.85,31.59,6.1444
-101.8,31.59,6.1393
-101.75,31.59,6.1337
-101.7,31.59,6.1274
-101.65,31.59,6.1199
-101.6,31.59,6.1113
-101.55,31.59,6.1021
-101.5,31.59,6.0931
-101.45,31.59,6.0854
-101.4,31.59,6.0798
-101.35,31.59,6.0764
-101.3,31.59,6.0749
-101.25,31.59,6.0741
-101.2,31.59,6.0731
-101.15,31.59,6.0709
-101.1,31.59,6.0671
-101.05,31.59,6.062
-101.0,31.59,6.0561
-100.95,31.59,6.0503
-100.9,31.59,6.0447
-100.85,31.59,6.0393
-100.8,31.59,6.0334
-100.75,31.59,6.0267
-100.7,31.59,6.0189
-100.65,31.59,6.0104
-100.6,31.59,6.0018
-100.55,31.59,5.9937
-100.5,31.59,5.986
-100.45,31.59,5.9784
-100.4,31.59,5.9701
-100.35,31.59,5.961
-100.3,31.59,5.9511
-100.25,31.59,5.9409
-100.2,31.59,5.9309
-100.15,31.59,5.9211
-100.1,31.59,5.9115
-100.05,31.59,5.9016
-100.0,31.59,5.8916
-99.95,31.59,5.8814
-99.9,31.59,5.8713
-99.85,31.59,5.8618
-99.8,31.59,5.853
-99.75,31.59,5.8448
-99.7,31.59,5.8367
-99.65,31.59,5.8281
-99.6,31.59,5.8182
-99.55,31.59,5.8066
-99.5,31.59,5.7935
-99.45,31.59,5.7796
-99.4,31.59,5.7658
-99.35,31.59,5.753
-99.3,31.59,5.7414
-99.25,31.59,5.731
-99.2,31.59,5.7209
-99.15,31.59,5.7105
-99.1,31.59,5.699
-99.05,31.59,5.6864
-99.0,31.59,5.673
-98.95,31.59,5.6591
-98.9,31.59,5.6452
-98.85,31.59,5.6316
-98.8,31.59,5.6183
-98.75,31.59,5.6056
-98.7,31.59,5.5934
-98.65,31.59,5.5822
-98.6,31.59,5.5724
-98.55,31.59,5.5645
-98.5,31.59,5.5582
-98.45,31.59,5.553
-98.4,31.59,5.5477
-98.35,31.59,5.5413
-98.3,31.59,5.533
-98.25,31.59,5.5228
-98.2,31.59,5.5111
-98.15,31.59,5.4988
-98.1,31.59,5.4868
-98.05,31.59,5.4753
-98.0,31.59,5.4645
-97.95,31.59,5.4539
-97.9,31.59,5.4434
-97.85,31.59,5.4327
-97.8,31.59,5.4219
-97.75,31.59,5.4113
-97.7,31.59,5.4012
-97.65,31.59,5.3916
-97.6,31.59,5.3824
-97.55,31.59,5.373
-97.5,31.59,5.3631
-97.45,31.59,5.3528
-97.4,31.59,5.3424
-97.35,31.59,5.3323
-97.3,31.59,5.323
-97.25,31.59,5.3145
-97.2,31.59,5.3069
-97.15,31.59,5.2999
-97.1,31.59,5.2931
-97.05,31.59,5.2858
-97.0,31.59,5.2772
-96.95,31.59,5.2667
-96.9,31.59,5.2541
-96.85,31.59,5.2394
-96.8,31.59,5.2234
-96.75,31.59,5.207
-96.7,31.59,5.1906
-96.65,31.59,5.1745
-96.6,31.59,5.1585
-96.55,31.59,5.1423
-96.5,31.59,5.1261
-96.45,31.59,5.1101
-96.4,31.59,5.0945
-96.35,31.59,5.0797
-96.3,31.59,5.0654
-96.25,31.59,5.0514
-96.2,31.59,5.0374
-96.15,31.59,5.0235
-96.1,31.59,5.0097
-96.05,31.59,4.9961
-96.0,31.59,4.9825
-95.95,31.59,4.9687
-95.9,31.59,4.9541
-95.85,31.59,4.9381
-95.8,31.59,4.9204
-95.75,31.59,4.9012
-95.7,31.59,4.8812
-95.65,31.59,4.8612
-95.6,31.59,4.8422
-95.55,31.59,4.8244
-95.5,31.59,4.8078
-95.45,31.59,4.7915
-95.4,31.59,4.7748
-95.35,31.59,4.7574
-95.3,31.59,4.7394
-95.25,31.59,4.7215
-95.2,31.59,4.7047
-95.15,31.59,4.6898
-95.1,31.59,4.677
-95.05,31.59,4.6659
-95.0,31.59,4.6558
-94.95,31.59,4.6454
-94.9,31.59,4.634
-94.85,31.59,4.6208
-94.8,31.59,4.6058
-94.75,31.59,4.5895
-94.7,31.59,4.5729
-94.65,31.59,4.5569
-94.6,31.59,4.5423
-94.55,31.59,4.5296
-94.5,31.59,4.5183
-94.45,31.59,4.5081
-94.4,31.59,4.4986
-94.35,31.59,4.4898
-94.3,31.59,4.4819
-94.25,31.59,4.4757
-94.2,31.59,4.4712
-94.15,31.59,4.4684
-94.1,31.59,4.467
-94.05,31.59,4.4665
-94.0,31.59,4.4665
-93.95,31.59,4.4672
-93.9,31.59,4.4686
-93.85,31.59,4.4708
-93.8,31.59,4.4738
-93.75,31.59,4.4774
-106.35,31.64,6.8119
-106.3,31.64,6.8028
-106.25,31.64,6.7939
-106.2,31.64,6.7851
-106.15,31.64,6.7761
-106.1,31.64,6.7672
-106.05,31.64,6.7587
-106.0,31.64,6.751
-105.95,31.64,6.7439
-105.9,31.64,6.7369
-105.85,31.64,6.7294
-105.8,31.64,6.7209
-105.75,31.64,6.7113
-105.7,31.64,6.7007
-105.65,31.64,6.689
-105.6,31.64,6.6767
-105.55,31.64,6.664
-105.5,31.64,6.6514
-105.45,31.64,6.6397
-105.4,31.64,6.6294
-105.35,31.64,6.6212
-105.3,31.64,6.615
-105.25,31.64,6.6104
-105.2,31.64,6.6068
-105.15,31.64,6.6033
-105.1,31.64,6.5993
-105.05,31.64,6.5948
-105.0,31.64,6.5897
-104.95,31.64,6.5842
-104.9,31.64,6.5783
-104.85,31.64,6.5718
-104.8,31.64,6.5648
-104.75,31.64,6.5577
-104.7,31.64,6.5512
-104.65,31.64,6.5459
-104.6,31.64,6.5418
-104.55,31.64,6.5385
-104.5,31.64,6.5353
-104.45,31.64,6.5314
-104.4,31.64,6.5267
-104.35,31.64,6.5212
-104.3,31.64,6.515
-104.25,31.64,6.508
-104.2,31.64,6.5
-104.15,31.64,6.4905
-104.1,31.64,6.4798
-104.05,31.64,6.4686
-104.0,31.64,6.4577
-103.95,31.64,6.4481
-103.9,31.64,6.4401
-103.85,31.64,6.4333
-103.8,31.64,6.4271
-103.75,31.64,6.4206
-103.7,31.64,6.4134
-103.65,31.64,6.4052
-103.6,31.64,6.3959
-103.55,31.64,6.3856
-103.5,31.64,6.3748
-103.45,31.64,6.3641
-103.4,31.64,6.3542
-103.35,31.64,6.3456
-103.3,31.64,6.3385
-103.25,31.64,6.3328
-103.2,31.64,6.3282
-103.15,31.64,6.3244
-103.1,31.64,6.321
-103.05,31.64,6.3178
-103.0,31.64,6.3144
-102.95,31.64,6.3107
-102.9,31.64,6.3062
-102.85,31.64,6.3008
-102.8,31.64,6.2942
-102.75,31.64,6.2862
-102.7,31.64,6.2771
-102.65,31.64,6.2673
-102.6,31.64,6.2577
-102.55,31.64,6.2491
-102.5,31.64,6.242
-102.45,31.64,6.2366
-102.4,31.64,6.2319
-102.35,31.64,6.227
-102.3,31.64,6.2209
-102.25,31.64,6.2133
-102.2,31.64,6.2043
-102.15,31.64,6.1946
-102.1,31.64,6.1851
-102.05,31.64,6.1763
-102.0,31.64,6.1684
-101.95,31.64,6.1614
-101.9,31.64,6.1548
-101.85,31.64,6.1486
-101.8,31.64,6.1425
-101.75,31.64,6.1362
-101.7,31.64,6.1295
-101.65,31.64,6.1221
-101.6,31.64,6.114
-101.55,31.64,6.1053
-101.5,31.64,6.0967
-101.45,31.64,6.0892
-101.4,31.64,6.0833
-101.35,31.64,6.0794
-101.3,31.64,6.0771
-101.25,31.64,6.0756
-101.2,31.64,6.0738
-101.15,31.64,6.0709
-101.1,31.64,6.0664
-101.05,31.64,6.0605
-101.0,31.64,6.0541
-100.95,31.64,6.0477
-100.9,31.64,6.0418
-100.85,31.64,6.0362
-100.8,31.64,6.0306
-100.75,31.64,6.0243
-100.7,31.64,6.0173
-100.65,31.64,6.0097
-100.6,31.64,6.002
-100.55,31.64,5.9944
-100.5,31.64,5.9867
-100.45,31.64,5.9786
-100.4,31.64,5.9693
-100.35,31.64,5.9589
-100.3,31.64,5.9477
-100.25,31.64,5.9366
-100.2,31.64,5.9261
-100.15,31.64,5.9164
-100.1,31.64,5.9072
-100.05,31.64,5.8982
-100.0,31.64,5.8891
-99.95,31.64,5.8799
-99.9,31.64,5.8705
-99.85,31.64,5.8614
-99.8,31.64,5.8526
-99.75,31.64,5.844
-99.7,31.64,5.8354
-99.65,31.64,5.8261
-99.6,31.64,5.8157
-99.55,31.64,5.8037
-99.5,31.64,5.7905
-99.45,31.64,5.7767
-99.4,31.64,5.7632
-99.35,31.64,5.7506
-99.3,31.64,5.7392
-99.25,31.64,5.7289
-99.2,31.64,5.7189
-99.15,31.64,5.7085
-99.1,31.64,5.6971
-99.05,31.64,5.6846
-99.0,31.64,5.6711
-98.95,31.64,5.6572
-98.9,31.64,5.6431
-98.85,31.64,5.6292
-98.8,31.64,5.6156
-98.75,31.64,5.6024
-98.7,31.64,5.59
-98.65,31.64,5.5787
-98.6,31.64,5.569
-98.55,31.64,5.5613
-98.5,31.64,5.5554
-98.45,31.64,5.5504
-98.4,31.64,5.5451
-98.35,31.64,5.5385
-98.3,31.64,5.5296
-98.25,31.64,5.5185
-98.2,31.64,5.506
-98.15,31.64,5.4931
-98.1,31.64,5.4808
-98.05,31.64,5.4697
-98.0,31.64,5.4597
-97.95,31.64,5.4503
-97.9,31.64,5.441
-97.85,31.64,5.4313
-97.8,31.64,5.421
-97.75,31.64,5.4104
-97.7,31.64,5.3999
-97.65,31.64,5.3898
-97.6,31.64,5.3802
-97.55,31.64,5.3708
-97.5,31.64,5.3613
-97.45,31.64,5.3516
-97.4,31.64,5.3419
-97.35,31.64,5.3325
-97.3,31.64,5.3236
-97.25,31.64,5.3153
-97.2,31.64,5.3076
-97.15,31.64,5.3004
-97.1,31.64,5.2931
-97.05,31.64,5.2853
-97.0,31.64,5.2763
-96.95,31.64,5.2654
-96.9,31.64,5.2527
-96.85,31.64,5.2383
-96.8,31.64,5.2229
-96.75,31.64,5.2072
-96.7,31.64,5.1917
-96.65,31.64,5.1764
-96.6,31.64,5.161
-96.55,31.64,5.1452
-96.5,31.64,5.129
-96.45,31.64,5.1126
-96.4,31.64,5.0966
-96.35,31.64,5.0813
-96.3,31.64,5.0668
-96.25,31.64,5.0529
-96.2,31.64,5.0395
-96.15,31.64,5.0262
-96.1,31.64,5.013
-96.05,31.64,4.9999
-96.0,31.64,4.9867
-95.95,31.64,4.9729
-95.9,31.64,4.958
-95.85,31.64,4.9416
-95.8,31.64,4.9233
-95.75,31.64,4.9034
-95.7,31.64,4.8828
-95.65,31.64,4.8625
-95.6,31.64,4.8432
-95.55,31.64,4.8254
-95.5,31.64,4.8087
-95.45,31.64,4.7925
-95.4,31.64,4.7758
-95.35,31.64,4.7584
-95.3,31.64,4.7402
-95.25,31.64,4.722
-95.2,31.64,4.7048
-95.15,31.64,4.6893
-95.1,31.64,4.6756
-95.05,31.64,4.6636
-95.0,31.64,4.6525
-94.95,31.64,4.6413
-94.9,31.64,4.6293
-94.85,31.64,4.6161
-94.8,31.64,4.6015
-94.75,31.64,4.5861
-94.7,31.64,4.5705
-94.65,31.64,4.5554
-94.6,31.64,4.5415
-94.55,31.64,4.5288
-94.5,31.64,4.5169
-94.45,31.64,4.5057
-94.4,31.64,4.495
-94.35,31.64,4.4852
-94.3,31.64,4.477
-94.25,31.64,4.4708
-94.2,31.64,4.467
-94.15,31.64,4.4652
-94.1,31.64,4.4647
-94.05,31.64,4.4651
-94.0,31.64,4.4659
-93.95,31.64,4.4672
-93.9,31.64,4.4691
-93.85,31.64,4.4718
-93.8,31.64,4.4752
-106.4,31.69,6.8234
-106.35,31.69,6.8129
-106.3,31.69,6.8036
-106.25,31.69,6.7954
-106.2,31.69,6.7876
-106.15,31.69,6.7799
-106.1,31.69,6.7721
-106.05,31.69,6.7643
-106.0,31.69,6.7565
-105.95,31.69,6.7488
-105.9,31.69,6.741
-105.85,31.69,6.7328
-105.8,31.69,6.7238
-105.75,31.69,6.7141
-105.7,31.69,6.7033
-105.65,31.69,6.6916
-105.6,31.69,6.679
-105.55,31.69,6.6658
-105.5,31.69,6.6527
-105.45,31.69,6.6405
-105.4,31.69,6.6301
-105.35,31.69,6.6219
-105.3,31.69,6.616
-105.25,31.69,6.6119
-105.2,31.69,6.6087
-105.15,31.69,6.6055
-105.1,31.69,6.6017
-105.05,31.69,6.597
-105.0,31.69,6.5917
-104.95,31.69,6.5858
-104.9,31.69,6.5794
-104.85,31.69,6.5726
-104.8,31.69,6.5655
-104.75,31.69,6.5584
-104.7,31.69,6.5519
-104.65,31.69,6.5465
-104.6,31.69,6.5424
-104.55,31.69,6.539
-104.5,31.69,6.5358
-104.45,31.69,6.5321
-104.4,31.69,6.5276
-104.35,31.69,6.5223
-104.3,31.69,6.5163
-104.25,31.69,6.5095
-104.2,31.69,6.5015
-104.15,31.69,6.4922
-104.1,31.69,6.4817
-104.05,31.69,6.4708
-104.0,31.69,6.4604
-103.95,31.69,6.4513
-103.9,31.69,6.444
-103.85,31.69,6.438
-103.8,31.69,6.4326
-103.75,31.69,6.427
-103.7,31.69,6.4206
-103.65,31.69,6.4131
-103.6,31.69,6.4045
-103.55,31.69,6.3948
-103.5,31.69,6.3843
-103.45,31.69,6.3737
-103.4,31.69,6.3636
-103.35,31.69,6.3545
-103.3,31.69,6.3467
-103.25,31.69,6.3401
-103.2,31.69,6.3343
-103.15,31.69,6.3291
-103.1,31.69,6.3243
-103.05,31.69,6.3198
-103.0,31.69,6.3153
-102.95,31.69,6.3107
-102.9,31.69,6.3057
-102.85,31.69,6.3001
-102.8,31.69,6.2934
-102.75,31.69,6.2855
-102.7,31.69,6.2766
-102.65,31.69,6.2671
-102.6,31.69,6.2577
-102.55,31.69,6.2494
-102.5,31.69,6.2428
-102.45,31.69,6.2378
-102.4,31.69,6.2339
-102.35,31.69,6.2301
-102.3,31.69,6.2253
-102.25,31.69,6.219
-102.2,31.69,6.2111
-102.15,31.69,6.2021
-102.1,31.69,6.1928
-102.05,31.69,6.1838
-102.0,31.69,6.1753
-101.95,31.69,6.1676
-101.9,31.69,6.1603
-101.85,31.69,6.1534
-101.8,31.69,6.1466
-101.75,31.69,6.1398
-101.7,31.69,6.1329
-101.65,31.69,6.1256
-101.6,31.69,6.1177
-101.55,31.69,6.1093
-101.5,31.69,6.1009
-101.45,31.69,6.0931
-101.4,31.69,6.0867
-101.35,31.69,6.082
-101.3,31.69,6.0789
-101.25,31.69,6.0764
-101.2,31.69,6.0738
-101.15,31.69,6.07
-101.1,31.69,6.0646
-101.05,31.69,6.058
-101.0,31.69,6.0508
-100.95,31.69,6.0437
-100.9,31.69,6.0372
-100.85,31.69,6.0313
-100.8,31.69,6.0256
-100.75,31.69,6.0199
-100.7,31.69,6.0138
-100.65,31.69,6.0073
-100.6,31.69,6.0005
-100.55,31.69,5.9935
-100.5,31.69,5.9858
-100.45,31.69,5.9769
-100.4,31.69,5.9665
-100.35,31.69,5.9547
-100.3,31.69,5.9423
-100.25,31.69,5.9303
-100.2,31.69,5.9193
-100.15,31.69,5.9096
-100.1,31.69,5.9009
-100.05,31.69,5.8926
-100.0,31.69,5.8843
-99.95,31.69,5.8758
-99.9,31.69,5.8671
-99.85,31.69,5.8585
-99.8,31.69,5.8499
-99.75,31.69,5.8414
-99.7,31.69,5.8326
-99.65,31.69,5.8231
-99.6,31.69,5.8125
-99.55,31.69,5.8006
-99.5,31.69,5.7877
-99.45,31.69,5.7742
-99.4,31.69,5.761
-99.35,31.69,5.7485
-99.3,31.69,5.7371
-99.25,31.69,5.7265
-99.2,31.69,5.7164
-99.15,31.69,5.7059
-99.1,31.69,5.6947
-99.05,31.69,5.6824
-99.0,31.69,5.6692
-98.95,31.69,5.6553
-98.9,31.69,5.6412
-98.85,31.69,5.6271
-98.8,31.69,5.6133
-98.75,31.69,5.6
-98.7,31.69,5.5876
-98.65,31.69,5.5765
-98.6,31.69,5.5671
-98.55,31.69,5.5596
-98.5,31.69,5.5536
-98.45,31.69,5.5483
-98.4,31.69,5.5425
-98.35,31.69,5.5351
-98.3,31.69,5.5254
-98.25,31.69,5.5136
-98.2,31.69,5.5006
-98.15,31.69,5.4875
-98.1,31.69,5.4754
-98.05,31.69,5.4649
-98.0,31.69,5.4558
-97.95,31.69,5.4475
-97.9,31.69,5.4392
-97.85,31.69,5.4302
-97.8,31.69,5.4202
-97.75,31.69,5.4094
-97.7,31.69,5.3984
-97.65,31.69,5.3877
-97.6,31.69,5.3777
-97.55,31.69,5.3683
-97.5,31.69,5.3592
-97.45,31.69,5.3502
-97.4,31.69,5.3412
-97.35,31.69,5.3322
-97.3,31.69,5.3233
-97.25,31.69,5.3148
-97.2,31.69,5.3065
-97.15,31.69,5.2984
-97.1,31.69,5.2902
-97.05,31.69,5.2817
-97.0,31.69,5.2722
-96.95,31.69,5.2615
-96.9,31.69,5.2493
-96.85,31.69,5.2359
-96.8,31.69,5.2217
-96.75,31.69,5.2072
-96.7,31.69,5.1928
-96.65,31.69,5.1785
-96.6,31.69,5.1638
-96.55,31.69,5.1484
-96.5,31.69,5.1322
-96.45,31.69,5.1155
-96.4,31.69,5.099
-96.35,31.69,5.0831
-96.3,31.69,5.0683
-96.25,31.69,5.0543
-96.2,31.69,5.041
-96.15,31.69,5.0282
-96.1,31.69,5.0155
-96.05,31.69,5.0029
-96.0,31.69,4.99
-95.95,31.69,4.9765
-95.9,31.69,4.9618
-95.85,31.69,4.9453
-95.8,31.69,4.9268
-95.75,31.69,4.9067
-95.7,31.69,4.8857
-95.65,31.69,4.8651
-95.6,31.69,4.8456
-95.55,31.69,4.8276
-95.5,31.69,4.8108
-95.45,31.69,4.7944
-95.4,31.69,4.7776
-95.35,31.69,4.7599
-95.3,31.69,4.7415
-95.25,31.69,4.7229
-95.2,31.69,4.7051
-95.15,31.69,4.6887
-95.1,31.69,4.674
-95.05,31.69,4.6608
-95.0,31.69,4.6486
-94.95,31.69,4.6365
-94.9,31.69,4.6241
-94.85,31.69,4.6111
-94.8,31.69,4.5975
-94.75,31.69,4.5834
-94.7,31.69,4.5695
-94.65,31.69,4.556
-94.6,31.69,4.543
-94.55,31.69,4.5306
-94.5,31.69,4.5182
-94.45,31.69,4.5058
-94.4,31.69,4.4937
-94.35,31.69,4.4828
-94.3,31.69,4.4739
-94.25,31.69,4.4679
-94.2,31.69,4.4646
-94.15,31.69,4.4637
-94.1,31.69,4.4642
-94.05,31.69,4.4653
-94.0,31.69,4.4665
-93.95,31.69,4.4681
-93.9,31.69,4.4701
-93.85,31.69,4.4728
-93.8,31.69,4.4762
-106.45,31.74,6.8361
-106.4,31.74,6.8238
-106.35,31.74,6.813
-106.3,31.74,6.8039
-106.25,31.74,6.7966
-106.2,31.74,6.7901
-106.15,31.74,6.7838
-106.1,31.74,6.7771
-106.05,31.74,6.7698
-106.0,31.74,6.762
-105.95,31.74,6.7537
-105.9,31.74,6.745
-105.85,31.74,6.736
-105.8,31.74,6.7265
-105.75,31.74,6.7166
-105.7,31.74,6.706
-105.65,31.74,6.6944
-105.6,31.74,6.6818
-105.55,31.74,6.6684
-105.5,31.74,6.655
-105.45,31.74,6.6426
-105.4,31.74,6.632
-105.35,31.74,6.6238
-105.3,31.74,6.6181
-105.25,31.74,6.6141
-105.2,31.74,6.6111
-105.15,31.74,6.608
-105.1,31.74,6.6042
-105.05,31.74,6.5993
-105.0,31.74,6.5936
-104.95,31.74,6.5871
-104.9,31.74,6.5803
-104.85,31.74,6.5731
-104.8,31.74,6.5658
-104.75,31.74,6.5588
-104.7,31.74,6.5525
-104.65,31.74,6.5474
-104.6,31.74,6.5433
-104.55,31.74,6.54
-104.5,31.74,6.5368
-104.45,31.74,6.5331
-104.4,31.74,6.5288
-104.35,31.74,6.5238
-104.3,31.74,6.5179
-104.25,31.74,6.5112
-104.2,31.74,6.5032
-104.15,31.74,6.4939
-104.1,31.74,6.4835
-104.05,31.74,6.4728
-104.0,31.74,6.4627
-103.95,31.74,6.4541
-103.9,31.74,6.4472
-103.85,31.74,6.4418
-103.8,31.74,6.4369
-103.75,31.74,6.432
-103.7,31.74,6.4264
-103.65,31.74,6.4199
-103.6,31.74,6.4122
-103.55,31.74,6.4033
-103.5,31.74,6.3935
-103.45,31.74,6.3832
-103.4,31.74,6.373
-103.35,31.74,6.3634
-103.3,31.74,6.3547
-103.25,31.74,6.347
-103.2,31.74,6.3399
-103.15,31.74,6.3335
-103.1,31.74,6.3274
-103.05,31.74,6.3217
-103.0,31.74,6.3163
-102.95,31.74,6.3111
-102.9,31.74,6.3057
-102.85,31.74,6.2998
-102.8,31.74,6.2932
-102.75,31.74,6.2855
-102.7,31.74,6.2768
-102.65,31.74,6.2675
-102.6,31.74,6.2584
-102.55,31.74,6.2501
-102.5,31.74,6.2434
-102.45,31.74,6.2384
-102.4,31.74,6.2345
-102.35,31.74,6.231
-102.3,31.74,6.2269
-102.25,31.74,6.2215
-102.2,31.74,6.2146
-102.15,31.74,6.2066
-102.1,31.74,6.1979
-102.05,31.74,6.1891
-102.0,31.74,6.1807
-101.95,31.74,6.1729
-101.9,31.74,6.1655
-101.85,31.74,6.1583
-101.8,31.74,6.1512
-101.75,31.74,6.1442
-101.7,31.74,6.137
-101.65,31.74,6.1296
-101.6,31.74,6.1218
-101.55,31.74,6.1134
-101.5,31.74,6.1049
-101.45,31.74,6.0969
-101.4,31.74,6.09
-101.35,31.74,6.0845
-101.3,31.74,6.0805
-101.25,31.74,6.0771
-101.2,31.74,6.0734
-101.15,31.74,6.0686
-101.1,31.74,6.0622
-101.05,31.74,6.0546
-101.0,31.74,6.0463
-100.95,31.74,6.0383
-100.9,31.74,6.0311
-100.85,31.74,6.0247
-100.8,31.74,6.0191
-100.75,31.74,6.0138
-100.7,31.74,6.0085
-100.65,31.74,6.0031
-100.6,31.74,5.9974
-100.55,31.74,5.9909
-100.5,31.74,5.9832
-100.45,31.74,5.9736
-100.4,31.74,5.9621
-100.35,31.74,5.9491
-100.3,31.74,5.9356
-100.25,31.74,5.9228
-100.2,31.74,5.9115
-100.15,31.74,5.9018
-100.1,31.74,5.8933
-100.05,31.74,5.8854
-100.0,31.74,5.8775
-99.95,31.74,5.8696
-99.9,31.74,5.8615
-99.85,31.74,5.8534
-99.8,31.74,5.8453
-99.75,31.74,5.8371
-99.7,31.74,5.8286
-99.65,31.74,5.8193
-99.6,31.74,5.809
-99.55,31.74,5.7975
-99.5,31.74,5.7851
-99.45,31.74,5.7721
-99.4,31.74,5.7591
-99.35,31.74,5.7467
-99.3,31.74,5.7349
-99.25,31.74,5.724
-99.2,31.74,5.7135
-99.15,31.74,5.7031
-99.1,31.74,5.6921
-99.05,31.74,5.6802
-99.0,31.74,5.6674
-98.95,31.74,5.6538
-98.9,31.74,5.6397
-98.85,31.74,5.6255
-98.8,31.74,5.6117
-98.75,31.74,5.5985
-98.7,31.74,5.5864
-98.65,31.74,5.5757
-98.6,31.74,5.5666
-98.55,31.74,5.5591
-98.5,31.74,5.5528
-98.45,31.74,5.5467
-98.4,31.74,5.5399
-98.35,31.74,5.5314
-98.3,31.74,5.5209
-98.25,31.74,5.5086
-98.2,31.74,5.4955
-98.15,31.74,5.4827
-98.1,31.74,5.4713
-98.05,31.74,5.4616
-98.0,31.74,5.4534
-97.95,31.74,5.446
-97.9,31.74,5.4385
-97.85,31.74,5.4299
-97.8,31.74,5.42
-97.75,31.74,5.4088
-97.7,31.74,5.3971
-97.65,31.74,5.3858
